label,text,clean_text_adv
neg,MY kik : hearess677 #kik #kikhorny #hornykik #babe #chat #countrymusic #txt_shot :( http://t.co/mPhBY49eEi,kik hearess677 kik kikhorny hornykik babe chat countrymusic txtshot
pos,Thq a lot for Ur continous support @actor_jayamravi to Thalaivar @dhanushkraja bro:):):),thq lot ur continous support actorjayamravi thalaivar dhanushkraja bro
neg,Omg nooo :((( https://t.co/RbkIa080Il,omg nooo
neg,"Two days off, and now I'm buried in emails... :(",two day bury email
neg,im so tempted to stream to screenshot sjkaos :(((( no,im tempt stream screenshot sjkaos
neg,The pain of all #UberIceCream drivers being busy :(,pain ubericecream driver busy
neg,someone has niall layouts to give me? :(,someone niall layout give
neg,fineandyu takes such gd pics its like she's trying to hurt me :-(,fineandyu take gd pic like try hurt
neg,@TheLadyShelly haha I feel so naked without ole beardy tho :(,theladyshelly haha feel naked without ole beardy tho
neg,"Hi,life :(",hilife
neg,@TinyKyrus So youre not gonna guess whats inside my box? :(((,tinykyrus youre gon na guess whats inside box
pos,Fun fact: I love meeting new people :),fun fact love meet new people
neg,Miss living in halls :(:(,miss living hall
pos,@FranchiSeedsUK good to hear :),franchiseedsuk good hear
pos,"That's all I need to know, is that everything is going to be okay :-)",need know everything go okay
pos,@TeknoGadyet Thanks for sharing this! :),teknogadyet thanks share
neg,@Tebello__ I don't know what happened :(,tebello know happen
neg,"@Coicele Oh, that doedn't sound good at all. :-(",coicele oh doednt sound good
pos,@AxeRade haw phela if am not looking like Mom obviously am looking like him :),axerade haw phela look like mom obviously look like
neg,@MsCarlyDowd we're not sure :( might have to wait :( but he wants to move asap!,mscarlydowd sure might wait want move asap
pos,BIG thx @bikechainricci 4 the kind support @SHINEUKCharity @ShineBalloons. GOOD LUCK!! :-),big thx bikechainricci 4 kind support shineukcharity shineballoons good luck
neg,@sabfkhan @tyde_mobile @ProductHunt please don't ask for upvotes :( http://t.co/MT1tFymZGU,sabfkhan tydemobile producthunt please ask upvotes
pos,KEEP CALM AND STAY KEPO :) :D,keep calm stay kepo
pos,@Gvmba shoulda let me borrow one of those knives :D,gvmba shoulda let borrow one knife
neg,How far would you go just to win? Camara knows. :-( THE BRIDE WORE COVERALLS http://t.co/EC1zF7A9sy #romance #inspy,far would go win camara know bride wore coverall romance inspy
pos,@Itsjustizue see you tomorrow then :)))),itsjustizue see tomorrow
neg,I'm feel so seekly...:(,feel seekly
pos,@bigcomedyuk @WilsonsKitchen @lisaflutterby thanks for the follow have a great day :),bigcomedyuk wilsonskitchen lisaflutterby thanks follow great day
neg,@StaMar999 I booked trip before crisis. :(((,stamar999 book trip crisis
neg,@gabriel_platon @biancahequibal Oo pre I'm sick :( huhu so sad hahaha,gabrielplaton biancahequibal oo pre sick huhu sad hahaha
neg,@Charlottegshore @PhoebeBooks @headlinepg Where can I buy/order your book #MeMeMe?? I'm from Finland so it isn't here yet.... :((,charlottegshore phoebebooks headlinepg buyorder book mememe finland yet
neg,@twinitisha irony is its more harmful .. :(,twinitisha irony harmful
pos,Happy Friday :-) http://t.co/NHHhKPXstg,happy friday
neg,@GIJojo2 Finishing on Monday! Sadly :( Then closed beta at the end of the year!,gijojo2 finish monday sadly close beta end year
pos,Have a happy weekend everyone and smile a lot. :),happy weekend everyone smile lot
pos,"left @TheColtRising wasn't a good fit for the team, goodluck in the future guys! :)",leave thecoltrising good fit team goodluck future guy
neg,@ellieharveyy it probably your fault he lost his phone :(,ellieharveyy probably fault lose phone
neg,@abbyfoy_ I MISS MY BRACES :((,abbyfoy miss brace
neg,"Got an acne in a day, its really disgusting :(",get acne day really disgust
neg,"And more violence... :(  ...we are a Soul Sick nation...praying for Louisiana.
#Lafayette #matteroftheheart #peace",violence soul sick nationpraying louisiana lafayette matteroftheheart peace
neg,@Uber @Walls Why is there no icecream in Leeds? :(,uber wall icecream leeds
pos,@CG_Rated did u mean to hide the fots? :p,cgrated u mean hide fots p
pos,@normabattle thx for the feedback. Glad you gained value from it. :),normabattle thx feedback glad gain value
neg,@RMBLees @dicehateme can't get them anywhere now. :-(,rmblees dicehateme get anywhere
neg,my group for Lourdes does not bang:( why :(,group lourdes bang
pos,#FollowFriday @digitalplace2be @intlboost @_lafontpresse for being top supports in my community this week :),followfriday digitalplace2be intlboost lafontpresse top support community week
pos,Please do not complain about the coffee. Youll be old and weak someday too! :-),please complain coffee youll old weak someday
pos,@ellefie @serial I will let you know if I hear of anything :) xx,ellefie serial let know hear anything xx
pos,"@IsaacKirop Thank you for following us :) if you like cool new products, check out our campaign: http://t.co/qv2DwDbGI3",isaackirop thank follow u like cool new product check campaign
pos,"Thanks for your recommendation, Shiva :). We are very happy ^_^

Music MP3 Mobile Apps:
http://t.co/PnohLXn4vv http://t.co/InI8rcaptP",thanks recommendation shiva happy music mp3 mobile apps
neg,harumph it's all soggy here :( was hoping to go do some more weeding,harumph soggy hop go weed
neg,I miss Vegas :-(,miss vega
pos,@heydonworks Nice tee man :),heydonworks nice tee man
neg,Finally home. Been driving since 5am :(,finally home driving since 5am
pos,@kthrnbyln  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),kthrnbyln follow jnlazts amp follow u back
pos,I see Flickr Pro is back :-),see flickr pro back
pos,@davedhjones @IMcMillan Love it! :-),davedhjones imcmillan love
neg,@Shrimp_89 @KianEganWL Aarww...I wish I could be there too :( xx,shrimp89 kianeganwl aarwwi wish could xx
neg,@selenagomez Follow me :(,selenagomez follow
pos,"Most recent trip to J&amp;K; totally loved it :D
And that's 'Chenab' there which flows into Pakistan.
#incredibleindia http://t.co/1EHnC4mxZL",recent trip jampk totally love chenab flow pakistan incredibleindia
pos,"@claredolotina I love dogs moar naman haha I had one cat and she didn't love me as much huhu but she was cute :3

Tara barkin blends tho :D",claredolotina love dog moar naman haha one cat love much huhu cute 3 tara barkin blend tho
neg,"@CLOUD9CABELLO FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",cloud9cabello follow thanks justinbieber please follow
neg,@fvvxkk that's a damn lie :(,fvvxkk damn lie
neg,I doubt i'm going to bed soon though. :( I wake up at like 9.,doubt go bed soon though wake like 9
neg,"@esp__132 oh really :( i saw a few gif posts and some had seen really happy about it, but maybe it's people who'd be happy with any naruhina",esp132 oh really saw gif post see really happy maybe people whod happy naruhina
neg,:( I wna go to church,wna go church
pos,The last thing Labour needs is a leader people want to vote for http://t.co/7zicZ1G0mb #jeremy4leader #jezwecan Do read - brilliant! :-),last thing labour need leader people want vote jeremy4leader jezwecan read brilliant
neg,@justinbieber you don't follow me :(,justinbieber follow
neg,@minewsexual oh :( lol how it is? XD,minewsexual oh lol xd
neg,MAYBE IT'S WRONG TO SAY PLEASE LOVE ME TOO &lt;/3 :(,maybe wrong say please love lt3
pos,"@ron_boll Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/ZGFwvC5IxT .Plz let us know what u think :)",ronboll hi saw u follow think u might like dark plz let u know u think
neg,I miss being a kid :-( http://t.co/724BGj38Hq,miss kid
neg,@shayftcolleen uh I was asleep :(,shayftcolleen uh asleep
pos,#ff @LivelyKaty How could ANYONE resist this beautiful smile? :-) #quacketyquack https://t.co/fhndvkscgM,ff livelykaty could anyone resist beautiful smile quacketyquack
pos,Here's a life lesson you can teach your kids this weekend :) http://t.co/xdkILWu46Y,here life lesson teach kid weekend
pos,@Mspecservices @Cornerwayer @darrencrannis @popeynpelec @RobertsCoElec @Bickerelecserv @MayhewElec @neselec Sounds fun. :),mspecservices cornerwayer darrencrannis popeynpelec robertscoelec bickerelecserv mayhewelec neselec sound fun
neg,"My phone is so shit, it always runs out of memory :( ...2 many nudes",phone shit always run memory 2 many nude
neg,"@howarth_83 Hi Paul, that's not good to hear :( Can you DM some more information about what happened when you contacted us?",howarth83 hi paul good hear dm information happen contact u
pos,@YouTubeActus Swag :D,youtubeactus swag
neg,@ohanakian @KianLawley i hope he is okay :(,ohanakian kianlawley hope okay
pos,@iyah_mohamad  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),iyahmohamad follow jnlazts amp follow u back
pos,"""@macykatemusic: You Know You Like It - DJ Snake - performed it at vid con todayyyyy :) https://t.co/ddaXAxtknE""",macykatemusic know like dj snake perform vid con todayyyyy
pos,@CyprisJ thank u mistress :),cyprisj thank u mistress
pos,Cousins are for life :)❤💜💘💋 #vsco #vscocam #vscoph #vscogood #vscophil #vscocousins #love… https://t.co/JwNwLUp583,cousin life ❤💜💘💋 vsco vscocam vscoph vscogood vscophil vscocousins love
pos,@BRose_24 haha I feel you. Maybe that's why I do it :D,brose24 haha feel maybe
pos,@CharmingJedward you´re welcome!! :),charmingjedward welcome
pos,Toss ladies! :)) @mulanbilqis @NK_Asmita,toss lady mulanbilqis nkasmita
pos,Add my SNAPCHAT - AmyJackson21 #snapchat #snapchat #sex #wife #omegle #countrymusic #sexy :) http://t.co/cGyXtUOirt,add snapchat amyjackson21 snapchat snapchat sex wife omegle countrymusic sexy
pos,ricky_febs Follback ya :),rickyfebs follback ya
pos,"@cyrenity I know he is, only saying what I know :)",cyrenity know say know
neg,@wilywagtail It still happens a lot - unfortunately there are still reports that people are falling for the scam :(,wilywagtail still happen lot unfortunately still report people fall scam
pos,"@dylanobrien @MazeRunnerMovie IT IS JUST BEYOND WORDS, sooooooo freaking good! I'm going to die before it comes out!! :D",dylanobrien mazerunnermovie beyond word sooooooo freak good go die come
neg,Add me on Snapchat : NicoleaPage #snapchat #kiksex #kikmeboys #makeup #kikmeboys #free #camsex :( http://t.co/iVcyNmm8vP,add snapchat nicoleapage snapchat kiksex kikmeboys makeup kikmeboys free camsex
pos,@syazwanzainal sure let me know when you're around..at this side of the world #eh u too take care :-),syazwanzainal sure let know aroundat side world eh u take care
pos,@ParentingWT Well good luck Anne. You can always go the Indie route if you have no joy. :),parentingwt well good luck anne always go indie route joy
neg,@JackButton35560 the subserver is down :(,jackbutton35560 subserver
neg,＠Real_Liam_Payne please follow me :( i have been waiting for your follow back :( please follow me back or retweet or reply this :(,realliampayne please follow wait follow back please follow back retweet reply
pos,Here's a cute panda to make your day! :) http://t.co/WRhMpnLpq3 http://t.co/RsCxtwKaeI,here cute panda make day
neg,@nicky_nick1998 rude :(,nickynick1998 rude
pos,Stats for the week have arrived. 2 new followers and NO unfollowers :) via http://t.co/iRH0F3yvXU.,stats week arrive 2 new follower unfollowers via
neg,GUYS add my KIK - ramd #kik #kikme #talk #lesbian #oralsex #video #sexual :( http://t.co/Ty5Uar0Rmy,guy add kik ramd kik kikme talk lesbian oralsex video sexual
pos,going to my room now bc i have 3% :-),go room bc 3
neg,@iamsrk please dont postpone it any longer! :( :(,iamsrk please dont postpone long
pos,@aleeshajulia @IAPI_Updates that is a giant balloon! I want one :),aleeshajulia iapiupdates giant balloon want one
pos,One more sleep til the wedding :-),one sleep til wedding
pos,@Uruk_Hai2222 moar kittehs will be incoming :D,urukhai2222 moar kittehs incoming
neg,"@mxszwxrx ""all along it was a fever, "" :(",mxszwxrx along fever
neg,@bae_ts WHATEVER STIL L YOUNG &gt;:-(,baets whatever stil l young gt
pos,happinessss~!! :))  https://t.co/slOn63OUeS,happinessss
pos,@itradeland that's one of mine. Button pusher. Out soon :),itradeland one mine button pusher soon
pos,"@LampShopOnline Ha ha love it! Thank you, same to you :-) any exciting plans? #TGIF",lampshoponline ha ha love thank excite plan tgif
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x9",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x9
neg,I want a taco :((,want taco
pos,@memorablezayn fback? :),memorablezayn fback
neg,@cloverness :( I hope something holds your interest soon!,cloverness hope something hold interest soon
neg,@smiffy sorry Matthew :(  &lt;3,smiffy sorry matthew lt3
pos,@Aaliyan_ Lucky me :)),aaliyan lucky
pos,"I slept less that 7 hours last night, preparing myself for possible naps :p",slept less 7 hour last night prepare possible nap p
pos,"With the shoulder pads mounted my Inquisitor is finished... for now :)
#Cosplay #cosplayprogress… https://t.co/LrmYdhJRBF",shoulder pad mount inquisitor finish cosplay cosplayprogress
neg,@vlamhlongovic Oh no Ndabenhle :-( Please let us know why you feel this way? ^SA,vlamhlongovic oh ndabenhle please let u know feel way sa
pos,"@SoLmaoPics Welcome to @123GreetingsCom Family..:)
Sending some laughter &amp; giggles your way http://t.co/YlTyDAhAtJ 😃 http://t.co/7huIeBsvZK",solmaopics welcome 123greetingscom family send laughter amp giggle way 😃
