label,text,clean_text,len_before_chars,len_after_chars
pos,@Circuit500 yeah but now I've lost my 's - calling it a day :),circuit500 yeah ive lose call day,62,33
pos,"Friday Night in Hong Kong... On the Ferry to ""Central"" to meet new girlfriends for an after-work drink  :-)
....... http://t.co/j9oH0pJSfr",friday night hong kong ferry central meet new girlfriend afterwork drink httptcoj9oh0pjsfr,138,90
neg,I WANT TO WATCH! :( https://t.co/wdETpUIyOZ,want watch httpstcowdetpuiyoz,43,29
pos,*later :-),later,10,5
neg,Loving someone way tooo much .. :( #whyyy,love someone way tooo much whyyy,41,32
pos,@Rodarosexx sure babe :),rodarosexx sure babe,24,20
neg,"someone talk to me, i miss you all :(",someone talk miss,37,17
pos,@Dued1_Roblox  credits to Rocro13glodyysbro :p,dued1roblox credit rocro13glodyysbro p,46,38
pos,OMG :D #TweetOfTheDecade :Pa https://t.co/jBoixkQj2h,omg tweetofthedecade pa httpstcojboixkqj2h,52,42
pos,FeyTyaz Follback ya :),feytyaz follback ya,22,19
neg,@angelhairhes Please Fra i am hoping u can pick me :(,angelhairhes please fra hop u pick,53,34
pos,Hallo Twitter :D,hallo twitter,16,13
pos,@victoriaskyful @EXO_FANBASE he is being so damn cute :),victoriaskyful exofanbase damn cute,56,35
neg,Bosen :(,bosen,8,5
pos,@mayusushita @dildeewana_ @sonalp2591 @deepti_ahmd @armansushita8 Thanks Guys :),mayusushita dildeewana sonalp2591 deeptiahmd armansushita8 thanks guy,80,69
pos,"@HumayAG 'Stuck in the centre right with you. Clowns to the right, jokers to the left...' :) @orgasticpotency @ahmedshaheed @AhmedSaeedGahaa",humayag stick centre right clown right joker leave orgasticpotency ahmedshaheed ahmedsaeedgahaa,140,95
neg,The struggle in finding the perfect glasses for a small structured face is real :-(,struggle find perfect glass small structure face real,83,53
neg,"@jasonbarnard86 @stefgingerball I asked my boss for a raise once, he handed me a ladder and told me to climb the ladder to success. :-(",jasonbarnard86 stefgingerball ask bos raise hand ladder told climb ladder success,135,81
pos,@ArtForCause Cool. Will look for you there. :),artforcause cool look,46,21
pos,@LuvSocial_Media Thanks for the share :),luvsocialmedia thanks share,40,27
neg,Dont know why I try anymore. Getting tired of this. :(,dont know try anymore get tire,54,30
pos,Oh wow thank you @GarnierSA :) my skin going to be perfect by the time I head to Lagos #Travel http://t.co/3DiloYW9MJ,oh wow thank garniersa skin go perfect time head lagos travel httptco3diloyw9mj,117,79
neg,3 weeks left for internship and 4 weeks left before going back to the States :(,3 week leave internship 4 week leave go back state,79,50
neg,I'm using all my time just to chat with u but u don't seem like u want to chat with me :(,im use time chat u u dont seem like u want chat,89,47
pos,I got both videos ready for tomorrow. I can sleep peacefully tonight! Goodnight everyone! :),get video ready tomorrow sleep peacefully tonight goodnight everyone,92,68
neg,The most embarrassing moment when you shared your secrets with a wrong one :(,embarrass moment share secret wrong one,77,39
pos,@WorldPerceived Thanks for the sharing the article :) @thebetterindia,worldperceived thanks share article thebetterindia,69,50
neg,It's my last day working with the munchkin today...:(...bought her a little parting gift...so far… https://t.co/0xSWksXs2t,last day work munchkin todaybought little part giftso far httpstco0xswksxs2t,122,76
neg,@FatinYzd sigh orang suma no time for me :-(,fatinyzd sigh orang suma time,44,29
pos,@spaqhetto @ArtOfBsing Little finger is in this too??!! :D,spaqhetto artofbsing little finger,58,34
pos,@boonearth Happy birthday then :D,boonearth happy birthday,33,24
neg,@eleena_pv @apuchades I'm sorry :(,eleenapv apuchades im sorry,34,27
neg,I WANT A WHITE FRENCH BULLDOG :(((,want white french bulldog,34,25
pos,"$10,000 for Tank! :D OUTSTANDING! Thankyou to every single donation from all of you, that got us h... http://t.co/PLQRn4fDRN",10000 tank outstanding thankyou every single donation get u h httptcoplqrn4fdrn,124,79
neg,@Rossi_mac9306 @MeekMillsBeLike @BestBedrooms I miss that show :(,rossimac9306 meekmillsbelike bestbedrooms miss show,65,51
pos,@MaslowFanArmy i'm very excited for what's coming :) he really deserves it.,maslowfanarmy im excite whats come really deserves,75,50
pos,@liamsmurs @ollyofficial thank you very very much it means everything even if I know he will never follow me back :),liamsmurs ollyofficial thank much mean everything even know never follow back,116,77
pos,"@NiaFHenry Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/FsS7lzF8HQ .Plz let me know what u think :)",niafhenry hi see u like fourfiveseconds think u might like deaf ear httpstcofss7lzf8hq plz let know u think,135,107
neg,@haelic but last time the one was working :( and their fb is gone too? i haven't checked for a long time lol,haelic last time one work fb go havent check long time lol,108,58
pos,Settle main air dkt porch :p,settle main air dkt porch p,28,27
pos,"@sommie0506 My app is looking for influencers :) If you're interested, here's your invite http://t.co/ipJ2yOiGet",sommie0506 app look influencers youre interested here invite httptcoipj2yoiget,112,78
neg,On my life I remember one time a few years ago I changed my avi and lost 72 followers LOOOOOOL :(,life remember one time year ago change avi lose 72 follower looooool,97,68
pos,@bridgetnichole_ have a fantastic night :),bridgetnichole fantastic night,42,30
neg,@Jennyi_jc why the stream said standby only even Inatall the zenmate? :(,jennyijc stream say standby even inatall zenmate,72,48
neg,is everyone asleep already?:((((,everyone asleep already,32,23
neg,SONG FROM@THE FIFTH ALBUM I AM SO NOTR READY HWY IS NIALL SO CUTE :(: http://t.co/THMLVQlDAw,song fromthe fifth album notr ready hwy niall cute httptcothmlvqldaw,92,68
pos,@KandelRamesh1 Thankyou so much :),kandelramesh1 thankyou much,34,27
neg,Take me back to Dubai :(,take back dubai,24,15
pos,@__GiveawayDMs_ it's actually 1 AM here hehe :) where do you live? It's strange to imagine...,giveawaydms actually 1 hehe live strange imagine,93,48
pos,@DoctorKarl the angels must have you confused with another doctor :) #besteverdoctorwhoepisode,doctorkarl angel must confuse another doctor besteverdoctorwhoepisode,94,69
neg,@iain225 I gave it away last night as I didnt hear from anybody :(,iain225 give away last night didnt hear anybody,66,47
pos,Goodnight from Jeremy :),goodnight jeremy,24,16
neg,@Cr4sh0v3rr1de Ahm...I've never been to London...nor on a holiday outside of Ireland in nearly 8 years :( Never got the chance/cash to go,cr4sh0v3rr1de ahmive never londonnor holiday outside ireland nearly 8 year never get chancecash go,137,98
pos,"Was drawing for fun, subject is a friend :) http://t.co/FbVXnpNoo8",draw fun subject friend httptcofbvxnpnoo8,66,41
neg,@NgSyafiq but he's sleeping and he's so cute :-(,ngsyafiq he sleep he cute,48,25
pos,Good afternoon :),good afternoon,17,14
neg,@brenttiscool capcom cock teasing us. I need this beta :(,brenttiscool capcom cock tease u need beta,57,42
neg,@perfect_st0rms omg nooo you should have said hi! :((((,perfectst0rms omg nooo say hi,55,29
neg,@Biblioticaa I got delayed by guests. Sigh :(,biblioticaa get delayed guest sigh,45,34
neg,I had a dream of you :( https://t.co/OZdMHNQbSU,dream httpstcoozdmhnqbsu,47,24
pos,@dayloladay I missed this yesterday!! :-),dayloladay miss yesterday,41,25
pos,#ONAIR! James Bay - Hold Back the River | 0878 0388 1033 | 0272 330670 :) :D,onair james bay hold back river 0878 0388 1033 0272 330670,76,58
pos,You are unique. :) http://t.co/cY5cBHOeVQ,unique httptcocy5cbhoevq,41,24
pos,"can't sleep, fmt 4 dat dm :)))",cant sleep fmt 4 dat dm,30,23
pos,@labelsforlunch such a cute bag! :) #freebiefriday,labelsforlunch cute bag freebiefriday,50,37
pos,First meeting of three today. Ace way to end the week :) https://t.co/7IDziFkG1E,first meeting three today ace way end week httpstco7idzifkg1e,80,61
pos,My ghost #bae :D #love  #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday #tbt… https://t.co/KLSHoO7UgP,ghost bae love tagsforlikesapp instagood smile follow cute photooftheday tbt httpstcoklshoo7ugp,121,95
neg,Cold+Cough= :(,coldcough,14,9
pos,@Maddo1970 @RomeroJos01 @WhitbyWhatsOn Thank you. Glad you enjoyed! :-),maddo1970 romerojos01 whitbywhatson thank glad enjoy,71,52
neg,"This Social Experiment, made me cry. :( http://t.co/4EiBxJPE9E",social experiment make cry httptco4eibxjpe9e,62,44
neg,I want my braces back! :(,want brace back,25,15
pos,"Jgh , but we have to go to Bayan :D bye",jgh go bayan bye,39,16
neg,@fivedorkz why omg :-(,fivedorkz omg,22,13
neg,@Phonemast Ah must have missed that. Still no sign of any data network in #Elgin yet though :-(,phonemast ah must miss still sign data network elgin yet though,95,63
pos,Need some extra #UCount points to make it worth it! tweet it for fun :),need extra ucount point make worth tweet fun,71,44
pos,"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 1",gamer follow train follow retweet follow retweeted gain active follower 1,94,73
neg,@NimrodYEle Academics :-(((((,nimrodyele academic,29,19
pos,Lovely chat about cycling in Oxford with a @sustrans campaigner on way home yesterday - more cycle routes please! :) #cycling #Oxford,lovely chat cycle oxford sustrans campaigner way home yesterday cycle rout please cycle oxford,133,94
neg,@Starlight_Sarah awwww oh nein :(,starlightsarah awwww oh nein,33,28
neg,"Look how many people still think the more a woman has sex, the bigger her vagina. Sigh :( http://t.co/q1hctzJXvF",look many people still think woman sex big vagina sigh httptcoq1hctzjxvf,112,72
neg,Friendzone :(,friendzone,13,10
neg,@missaprilnash oh crikey - not good :( it looks sore! I hope you're starting to feel better since then though x,missaprilnash oh crikey good look sore hope youre start feel good since though x,111,80
pos,its soo hot #sunnyday #sunshine sun is smiling at me LOL :),soo hot sunnyday sunshine sun smile lol,59,39
pos,@huskar_nana who would you like? :) xo,huskarnana would like xo,38,24
neg,"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.342
》》》》ＳＥＥ ＭＥ
♛♛♛",♛♛♛ 》》》》 love much beli̇eve wi̇ll follow please follow please justi̇n justinbieber x15342 》》》》ｓｅｅ ｍｅ ♛♛♛,131,104
pos,Add me on Snapchat - MaryHicks18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) http://t.co/plFpD86iEq,add snapchat maryhicks18 snapchat kikmeboys photooftheday fuck chat musicbiz sheskindahot httptcoplfpd86ieq,130,107
pos,@SweetieBellaxx Denis has a vagina? Rly?  :D @realdstoff poor thing :D,sweetiebellaxx denis vagina rly realdstoff poor thing,70,53
pos,"@intentionshigh I'm looking for influencers for my app :) If you're interested, here's your invite http://t.co/rZgZtQ2fJT",intentionshigh im look influencers app youre interested here invite httptcorzgztq2fjt,121,85
neg,@zazaraisovna why so serious? :(,zazaraisovna serious,32,20
neg,@MaddyyOR @TreqEu i Wish But b8 Too Strong :(,maddyyor treqeu wish b8 strong,45,30
pos,So long subliminal messages :) -H #EATmeat #BREWproject #lovenafianna http://t.co/TkDvEYQFBO,long subliminal message h eatmeat brewproject lovenafianna httptcotkdveyqfbo,92,76
pos,"@dennislami @Dicle_Aygur, yeah exactly :)",dennislami dicleaygur yeah exactly,41,34
neg,CHEM LT WAS NOT NICE :(((,chem lt nice,25,12
neg,.@sabal_abla @tanha_messiah But I was joking on the headline. So aren't we friends? :( Pls dn't brk my heart. :'(,sabalabla tanhamessiah joke headline arent friend pls dnt brk heart,113,67
pos,@chanhun4exo welcome :),chanhun4exo welcome,23,19
pos,Cya after a week!! :D,cya week,21,8
pos,@wndyRVel_ Thanks wendy! Let's be friend yaa :),wndyrvel thanks wendy let friend yaa,47,36
neg,Did your rebound run away already??? POOOOOOOOOR YOU :((((((,rebound run away already pooooooooor,60,36
pos,@stephbichard thank you Stephanie! Ily2 💖💖:),stephbichard thank stephanie ily2 💖💖,44,36
neg,Vidcon :(((((((((,vidcon,17,6
pos,"School's finally out, and only three weeks left until I'm back in San Diego. :)",school finally three week leave im back san diego,79,49
pos,@electricgecko (Introducing a new word vs. altering the understanding of a word) x spreading either = The Big Problem. :),electricgecko introduce new word v alter understanding word x spread either big problem,121,87
neg,My cat loves to snuggle up right by my face &amp; I love it but can never breathe :(,cat love snuggle right face amp love never breathe,84,50
pos,"@Omundson If you got nothing to do tonight,there's a concert of @PaulCarella (he joined Jason&amp;Rob in Feb at their tour) at @theborderline :)",omundson get nothing tonighttheres concert paulcarella join jasonamprob feb tour theborderline,144,94
pos,@seashoponline ohh. Hii :) haha. thanks for the info. I'll check again. 🙈 or maybe di nagsend yung order form ko &lt;/3 haha thanks ulit :),seashoponline ohh hii haha thanks info ill check 🙈 maybe di nagsend yung order form ko lt3 haha thanks ulit,139,107
neg,@Kingstxnn Omg how u know............. 😟 HAHA keedz la its gonna be a long time before i party again :(((,kingstxnn omg u know 😟 haha keedz la gon na long time party,105,59
pos,@THExDOGFATHERx YOU ROCK! Thank you so much for the mention :),thexdogfatherx rock thank much mention,62,38
pos,#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,sharethelove oymgroup musicartisthere top highvalue member week nataliavas httptcoiwsdmtcayt,120,92
neg,@Sam_Ardi sorry :(,samardi sorry,18,13
neg,@Chickowits :( Be careful...namechecking them brings them like a dog whistle with or without the #,chickowits carefulnamechecking brings like dog whistle without,98,62
pos,Just pre-ordered Pixar's Inside Out steelbook! :D http://t.co/SnV316MfAH,preordered pixars inside steelbook httptcosnv316mfah,72,52
pos,@19strawberry66 I agree 100% :),19strawberry66 agree 100,31,24
neg,@TemerickHarper nothing bored can't sleep :-( wbu?,temerickharper nothing bore cant sleep wbu,50,42
pos,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x30",hi bam barsandmelody follow bestfriend 969horan696 love lot see warsaw lt3 love lt3 x30,137,87
pos,"A great end to the work week! Sunshine, low humidity. 87. Changes over the weekend. Details on @6abc this AM. :)",great end work week sunshine low humidity 87 change weekend detail 6abc,112,71
pos,@Shadypenguinn take care! :),shadypenguinn take care,28,23
neg,@nuaine @McDo_PH i have no idea what ure saying :((((((((,nuaine mcdoph idea ure say,57,26
neg,"wow i miss my long hair , my braces , &amp; softball :( http://t.co/XysuSB0fxK",wow miss long hair brace amp softball httptcoxysusb0fxk,78,55
